text,airline_sentiment
The service was acceptable.	positive
This was the worst flight ever.	negative
The flight was noisy.	negative
The entertainment was not bad.	neutral
The staff was not helpful.	negative
The staff was amazing.	positive
I hated the delay.	negative
The flight was boring.	neutral
It was an average experience.	neutral
The staff was helpful.	positive
The flight was turbulent.	neutral
The flight was enjoyable.	positive
The flight was not smooth.	negative
The flight was fine.	neutral
The crew was inattentive.	negative
The food was not bad.	neutral
The staff was cheerful.	positive
The check-in process was smooth.	positive
The flight was stressful.	negative
The landing was smooth.	positive
The flight was not smooth.	negative
The crew ignored my request.	negative
The entertainment was not bad.	neutral
The crew was wonderful.	positive
The staff was rude.	negative
The staff smiled a lot.	positive
The pilot was very professional.	positive
The crew was friendly.	positive
The flight was bad.	negative
The crew was amazing!	positive
The flight was comfortable.	positive
The flight was delayed for hours.	negative
It was an average experience.	neutral
The staff was helpful.	positive
The flight was boring.	neutral
The plane was old.	neutral
The staff was amazing.	positive
The flight was bad.	negative
The flight was turbulent.	neutral
The boarding was quick.	positive
The food was average.	neutral
The entertainment was not bad.	neutral
The food was delicious.	positive
The flight was noisy.	negative
The flight was not long.	neutral
The flight was excellent.	positive
I am never flying with them again.	negative
The landing was smooth.	positive
The staff was not rude.	neutral
The food was satisfactory.	neutral
I love this airline!	positive
The food was okay.	neutral
The flight was uneventful.	neutral
The flight was delayed for hours.	negative
The staff was superb.	positive
The baggage was lost.	negative
The entertainment was great.	positive
The service was acceptable.	positive
The staff was not rude.	neutral
The food was delicious.	positive
The crew was friendly.	positive
The flight was on time.	neutral
The flight was not bad.	neutral
The luggage arrived late.	negative
The entertainment was not bad.	neutral
This was the worst flight ever.	negative
The food was delicious.	positive
The food was expensive.	neutral
This was the worst flight ever.	negative
The food was average.	neutral
The entertainment was not bad.	neutral
The staff was kind.	positive
This was the worst flight ever.	negative
The crew was friendly.	positive
The pilot was very professional.	positive
The plane was old.	neutral
The flight was not long.	neutral
The entertainment was lacking.	neutral
The staff was not helpful.	negative
The plane was dirty.	negative
The flight was uneventful.	neutral
The plane was dirty.	negative
The flight was noisy.	negative
The crew ignored my request.	negative
The plane was old.	neutral
The flight was on time.	neutral
The service was acceptable.	neutral
The flight was bad.	negative
The boarding was quick.	positive
The boarding was quick.	positive
The food was average.	neutral
The flight was turbulent.	neutral
The staff was polite.	positive
The boarding was quick.	positive
The boarding was quick.	positive
The food was bland.	negative
The flight was not enjoyable.	negative
The flight was not long.	neutral
The staff was not rude.	neutral
The entertainment was fine.	neutral
The food was expensive.	neutral
The flight was not long.	neutral
The service was acceptable.	neutral
The staff was kind.	positive
The entertainment was lacking.	neutral
The staff was not helpful.	negative
The crew was amazing!	positive
The staff was polite.	positive
I hated the delay.	negative
The landing was smooth.	positive
The flight was noisy.	negative
I love this airline!	positive
The flight was not smooth.	negative
The pilot was very professional.	positive
The seats were uncomfortable.	negative
The landing was smooth.	positive
The staff was superb.	positive
The crew was amazing!	positive
The service was acceptable.	positive
The food was delicious.	positive
The pilot was very professional.	positive
The service was acceptable.	positive
The flight was comfortable.	positive
The flight was not enjoyable.	negative
The check-in process was smooth.	positive
The food was not good.	negative
The flight was terrible.	negative
The landing was smooth.	positive
The staff was attentive.	positive
The flight was fine.	neutral
The flight was noisy.	negative
It was an average experience.	neutral
The staff was polite.	positive
Nothing special about this flight.	neutral
The entertainment was not bad.	neutral
The flight was terrible.	negative
The flight was boring.	neutral
The flight was not long.	neutral
The baggage was lost.	negative
The service was poor.	negative
The service was acceptable.	neutral
The check-in process was smooth.	positive
The flight was uneventful.	neutral
The drinks were fine.	neutral
The flight was not smooth.	negative
The food was okay.	neutral
The air conditioning was broken.	negative
The flight was fine.	neutral
The check-in process was smooth.	positive
The restroom was not clean.	negative
The baggage was lost.	negative
The flight was enjoyable.	positive
The crew was friendly.	positive
The entertainment was okay.	neutral
The flight was on time.	neutral
This was the worst flight ever.	negative
The flight was okay.	neutral
The crew was inattentive.	negative
Nothing special about this flight.	neutral
The drinks were fine.	neutral
The flight was noisy.	negative
The crew was wonderful.	positive
The food was not bad.	neutral
The check-in process was smooth.	positive
The check-in process was smooth.	positive
The drinks were fine.	neutral
The flight was not enjoyable.	negative
The food was delicious.	positive
The staff was not helpful.	negative
The staff was amazing.	positive
The boarding was quick.	positive
The flight was not long.	neutral
The staff was very friendly.	positive
The staff was superb.	positive
The flight was not enjoyable.	negative
The entertainment was fine.	neutral
The crew ignored my request.	negative
The staff was rude.	negative
The crew was inattentive.	negative
The flight was stressful.	negative
The crew was amazing!	positive
The entertainment was lacking.	neutral
The flight was delayed for hours.	negative
The flight was enjoyable.	positive
The food was expensive.	neutral
The food was delicious.	positive
The flight was fine.	neutral
The staff was helpful.	positive
I am never flying with them again.	negative
The flight was not long.	neutral
The staff was helpful.	positive
The food was okay.	neutral
The food was not good.	negative
The staff was rude.	negative
The flight was terrible.	negative
I am never flying with them again.	negative
The staff smiled a lot.	positive
The landing was smooth.	positive
The flight was enjoyable.	positive
The air conditioning was broken.	negative
The food was not bad.	neutral
Nothing special about this flight.	neutral
The service was acceptable.	positive
The food was delicious.	positive
The flight was average.	neutral
The flight was comfortable.	positive
The entertainment was fine.	neutral
Nothing special about this flight.	neutral
The flight was not enjoyable.	negative
Nothing special about this flight.	neutral
The flight was not long.	neutral
The service was acceptable.	positive
The flight was not bad.	neutral
The drinks were fine.	neutral
The food was satisfactory.	neutral
The crew was wonderful.	positive
The food was delicious.	positive
The food was average.	neutral
The entertainment was lacking.	neutral
The flight was uneventful.	neutral
The service was acceptable.	neutral
The boarding was quick.	positive
The entertainment was not bad.	neutral
The flight was not bad.	neutral
The staff was helpful.	positive
It was an average experience.	neutral
The flight was not smooth.	negative
The entertainment was great.	positive
It was an average experience.	neutral
The flight was not bad.	neutral
The luggage arrived late.	negative
The flight was boring.	neutral
Nothing special about this flight.	neutral
The flight was noisy.	negative
The flight was turbulent.	neutral
The flight was not long.	neutral
The flight was terrible.	negative
The flight was enjoyable.	positive
The food was average.	neutral
The flight was okay.	neutral
The plane was old.	neutral
The staff was kind.	positive
The crew was amazing!	positive
The staff was cheerful.	positive
I love this airline!	positive
The flight was on time.	neutral
The food was bland.	negative
I hated the delay.	negative
This was the worst flight ever.	negative
The crew was wonderful.	positive
The service was acceptable.	positive
The crew ignored my request.	negative
The staff smiled a lot.	positive
The landing was smooth.	positive
The food was not good.	negative
The service was acceptable.	neutral
The flight was average.	neutral
The food was satisfactory.	neutral
The staff was very friendly.	positive
The flight was delayed for hours.	negative
The food was cold.	negative
The food was bland.	negative
The flight was fine.	neutral
The staff was helpful.	positive
The flight was delayed for hours.	negative
The flight was excellent.	positive
The staff was not rude.	neutral
The staff was polite.	positive
The staff was amazing.	positive
The staff was superb.	positive
The plane was old.	neutral
The luggage arrived late.	negative
The flight was not enjoyable.	negative
The landing was smooth.	positive
The flight was uneventful.	neutral
The flight was enjoyable.	positive
The entertainment was lacking.	neutral
The luggage arrived late.	negative
The flight was turbulent.	neutral
The staff was amazing.	positive
The staff was polite.	positive
The food was not bad.	neutral
The flight was excellent.	positive
Nothing special about this flight.	neutral
The food was not bad.	neutral
It was an average experience.	neutral
The entertainment was fine.	neutral
The staff was amazing.	positive
The flight was stressful.	negative
The service was acceptable.	neutral
The flight was not enjoyable.	negative
The flight was turbulent.	neutral
The crew ignored my request.	negative
The flight was okay.	neutral
The flight was not long.	neutral
The food was expensive.	neutral
The food was delicious.	positive
The food was not bad.	neutral
The flight was noisy.	negative
The crew was amazing!	positive
The crew was inattentive.	negative
The entertainment was okay.	neutral
The flight was delayed for hours.	negative
The food was satisfactory.	neutral
The pilot was very professional.	positive
This was the worst flight ever.	negative
The staff was helpful.	positive
The restroom was not clean.	negative
The food was not bad.	neutral
It was an average experience.	neutral
The service was poor.	negative
The seats were uncomfortable.	negative
The staff was helpful.	positive
I love this airline!	positive
The drinks were fine.	neutral
The flight was on time.	neutral
The food was cold.	negative
The luggage arrived late.	negative
The flight was terrible.	negative
The air conditioning was broken.	negative
The staff smiled a lot.	positive
The food was average.	neutral
The staff was very friendly.	positive
The staff was very friendly.	positive
The drinks were fine.	neutral
The staff was not helpful.	negative
The staff was polite.	positive
The baggage was lost.	negative
I love this airline!	positive
The flight was not smooth.	negative
The staff was attentive.	positive
The flight was okay.	neutral
The flight was stressful.	negative
The flight was average.	neutral
The flight was noisy.	negative
The crew ignored my request.	negative
The service was acceptable.	neutral
The luggage arrived late.	negative
I am never flying with them again.	negative
The flight was not bad.	neutral
The baggage was lost.	negative
The staff was kind.	positive
The staff was polite.	positive
The food was expensive.	neutral
The entertainment was okay.	neutral
The flight was okay.	neutral
The flight was fine.	neutral
The flight was not bad.	neutral
The baggage was lost.	negative
The flight was stressful.	negative
The staff was cheerful.	positive
The service was acceptable.	positive
The drinks were fine.	neutral
The crew ignored my request.	negative
The service was poor.	negative
The flight was boring.	neutral
The staff was polite.	positive
The crew was friendly.	positive
The baggage was lost.	negative
The staff was amazing.	positive
The entertainment was fine.	neutral
This was the worst flight ever.	negative
I am never flying with them again.	negative
The flight was average.	neutral
The staff smiled a lot.	positive
The crew ignored my request.	negative
The staff was superb.	positive
The staff was amazing.	positive
This was the worst flight ever.	negative
The crew was friendly.	positive
The restroom was not clean.	negative
I hated the delay.	negative
The flight was not smooth.	negative
The landing was smooth.	positive
This was the worst flight ever.	negative
The staff was attentive.	positive
The food was expensive.	neutral
The food was okay.	neutral
The air conditioning was broken.	negative
The entertainment was lacking.	neutral
The flight was turbulent.	neutral
The boarding was quick.	positive
The check-in process was smooth.	positive
The landing was smooth.	positive
The staff was helpful.	positive
The flight was delayed for hours.	negative
The flight was bad.	negative
The crew ignored my request.	negative
The flight was average.	neutral
The entertainment was not bad.	neutral
The entertainment was lacking.	neutral
The crew was amazing!	positive
The flight was not enjoyable.	negative
The food was okay.	neutral
The landing was smooth.	positive
The flight was fine.	neutral
The flight was comfortable.	positive
The flight was enjoyable.	positive
The drinks were fine.	neutral
I am never flying with them again.	negative
The staff was rude.	negative
The baggage was lost.	negative
The crew was wonderful.	positive
The drinks were fine.	neutral
The crew was wonderful.	positive
The flight was okay.	neutral
The food was okay.	neutral
It was an average experience.	neutral
The staff was attentive.	positive
The flight was not smooth.	negative
The service was acceptable.	neutral
The service was acceptable.	neutral
The air conditioning was broken.	negative
The food was delicious.	positive
The check-in process was smooth.	positive
The flight was turbulent.	neutral
The air conditioning was broken.	negative
The food was bland.	negative
The drinks were fine.	neutral
The restroom was not clean.	negative
The staff smiled a lot.	positive
The flight was boring.	neutral
The entertainment was lacking.	neutral
The food was cold.	negative
The staff was superb.	positive
The flight was not smooth.	negative
The crew was wonderful.	positive
The food was satisfactory.	neutral
The check-in process was smooth.	positive
The staff was kind.	positive
The staff was helpful.	positive
The staff was cheerful.	positive
The flight was delayed for hours.	negative
The luggage arrived late.	negative
The flight was on time.	neutral
The staff was kind.	positive
The service was acceptable.	neutral
The food was expensive.	neutral
The flight was comfortable.	positive
The plane was old.	neutral
The flight was average.	neutral
The service was poor.	negative
I hated the delay.	negative
The food was bland.	negative
The staff smiled a lot.	positive
The food was satisfactory.	neutral
The flight was enjoyable.	positive
The food was satisfactory.	neutral
The service was acceptable.	positive
The food was not bad.	neutral
The food was not good.	negative
The luggage arrived late.	negative
The crew was wonderful.	positive
The staff was not helpful.	negative
The entertainment was lacking.	neutral
The seats were uncomfortable.	negative
The staff was cheerful.	positive
The entertainment was not bad.	neutral
The check-in process was smooth.	positive
The drinks were fine.	neutral
This was the worst flight ever.	negative
The flight was not smooth.	negative
The flight was boring.	neutral
The crew was wonderful.	positive
The flight was not smooth.	negative
The flight was average.	neutral
The staff was amazing.	positive
The flight was terrible.	negative
I love this airline!	positive
The boarding was quick.	positive
The staff was helpful.	positive
The flight was not long.	neutral
The staff was cheerful.	positive
The flight was not smooth.	negative
The entertainment was great.	positive
The food was not good.	negative
The flight was delayed for hours.	negative
The flight was on time.	neutral
The entertainment was great.	positive
The staff was not helpful.	negative
The staff was polite.	positive
The plane was old.	neutral
The crew ignored my request.	negative
I love this airline!	positive
The entertainment was fine.	neutral
The food was satisfactory.	neutral
The staff was very friendly.	positive
The flight was terrible.	negative
The staff was helpful.	positive
The flight was average.	neutral
The crew was inattentive.	negative
This was the worst flight ever.	negative
The flight was excellent.	positive
The check-in process was smooth.	positive
The flight was not smooth.	negative
The flight was not enjoyable.	negative
The crew was friendly.	positive
The staff was rude.	negative
The pilot was very professional.	positive
The crew was amazing!	positive
The flight was on time.	neutral
The plane was dirty.	negative
The flight was on time.	neutral
The air conditioning was broken.	negative
The entertainment was fine.	neutral
The food was average.	neutral
The entertainment was not bad.	neutral
I hated the delay.	negative
The air conditioning was broken.	negative
The flight was turbulent.	neutral
The food was bland.	negative
The staff was not helpful.	negative
The flight was not smooth.	negative
The crew ignored my request.	negative
The food was bland.	negative
The food was satisfactory.	neutral
The air conditioning was broken.	negative
I hated the delay.	negative
The plane was old.	neutral
The flight was okay.	neutral
The flight was excellent.	positive
The flight was okay.	neutral
The food was not bad.	neutral
The staff was attentive.	positive
The seats were uncomfortable.	negative
The check-in process was smooth.	positive
The flight was not bad.	neutral
The baggage was lost.	negative
The crew was friendly.	positive
The staff was amazing.	positive
The boarding was quick.	positive
The food was bland.	negative
The food was delicious.	positive
The staff was cheerful.	positive
The food was average.	neutral
The boarding was quick.	positive
The flight was on time.	neutral
The plane was dirty.	negative
The plane was old.	neutral
The food was bland.	negative
The flight was excellent.	positive
The flight was boring.	neutral
The crew was amazing!	positive
The flight was not long.	neutral
The flight was not bad.	neutral
The staff smiled a lot.	positive
The food was expensive.	neutral
The crew was amazing!	positive
The flight was on time.	neutral
The service was poor.	negative
The service was acceptable.	neutral
The food was bland.	negative
The plane was old.	neutral
I love this airline!	positive
The staff was superb.	positive
Nothing special about this flight.	neutral
The baggage was lost.	negative
The food was not bad.	neutral
The flight was on time.	neutral
The service was poor.	negative
The entertainment was not bad.	neutral
The food was expensive.	neutral
The staff was amazing.	positive
The entertainment was great.	positive
I love this airline!	positive
The staff was helpful.	positive
The food was cold.	negative
This was the worst flight ever.	negative
The flight was terrible.	negative
The food was average.	neutral
The pilot was very professional.	positive
The crew ignored my request.	negative
The staff was superb.	positive
The service was poor.	negative
The flight was turbulent.	neutral
The service was poor.	negative
The staff was cheerful.	positive
The flight was stressful.	negative
The baggage was lost.	negative
The entertainment was lacking.	neutral
The staff was helpful.	positive
The flight was enjoyable.	positive
The flight was on time.	neutral
The seats were uncomfortable.	negative
The entertainment was great.	positive
The seats were uncomfortable.	negative
The flight was stressful.	negative
The entertainment was lacking.	neutral
The food was cold.	negative
The seats were uncomfortable.	negative
The flight was enjoyable.	positive
The baggage was lost.	negative
The plane was dirty.	negative
The entertainment was okay.	neutral
The staff was rude.	negative
The staff smiled a lot.	positive
The staff was cheerful.	positive
The food was bland.	negative
The entertainment was fine.	neutral
The food was cold.	negative
The restroom was not clean.	negative
The food was satisfactory.	neutral
The entertainment was fine.	neutral
The crew was inattentive.	negative
I love this airline!	positive
The flight was not smooth.	negative
The landing was smooth.	positive
The staff was rude.	negative
The flight was bad.	negative
The restroom was not clean.	negative
The flight was okay.	neutral
The flight was boring.	neutral
The plane was old.	neutral
The service was acceptable.	positive
The entertainment was great.	positive
The plane was old.	neutral
The flight was stressful.	negative
The food was expensive.	neutral
The staff was rude.	negative
The staff was attentive.	positive
The landing was smooth.	positive
The food was delicious.	positive
The food was expensive.	neutral
The food was satisfactory.	neutral
The luggage arrived late.	negative
Nothing special about this flight.	neutral
The food was delicious.	positive
The flight was not smooth.	negative
The plane was old.	neutral
The flight was terrible.	negative
The staff was cheerful.	positive
The check-in process was smooth.	positive
The flight was not long.	neutral
The flight was fine.	neutral
The entertainment was great.	positive
The boarding was quick.	positive
The staff was amazing.	positive
The crew was amazing!	positive
The food was not bad.	neutral
The staff was not helpful.	negative
The flight was boring.	neutral
The flight was not smooth.	negative
The pilot was very professional.	positive
The crew was wonderful.	positive
The staff was rude.	negative
The check-in process was smooth.	positive
The flight was not long.	neutral
The staff was superb.	positive
The staff was superb.	positive
The flight was terrible.	negative
The flight was noisy.	negative
The flight was not smooth.	negative
The entertainment was okay.	neutral
The staff was not helpful.	negative
I am never flying with them again.	negative
The staff was not rude.	neutral
The flight was uneventful.	neutral
The staff was amazing.	positive
The crew was inattentive.	negative
This was the worst flight ever.	negative
The plane was dirty.	negative
The entertainment was not bad.	neutral
The staff was cheerful.	positive
The flight was delayed for hours.	negative
The restroom was not clean.	negative
The flight was uneventful.	neutral
The air conditioning was broken.	negative
The luggage arrived late.	negative
The landing was smooth.	positive
The staff was kind.	positive
The staff was attentive.	positive
I love this airline!	positive
The flight was not long.	neutral
The food was cold.	negative
The flight was stressful.	negative
The food was not bad.	neutral
The flight was excellent.	positive
The drinks were fine.	neutral
The staff was not helpful.	negative
The entertainment was lacking.	neutral
The food was not bad.	neutral
The check-in process was smooth.	positive
The staff was very friendly.	positive
The service was acceptable.	neutral
The crew was friendly.	positive
I hated the delay.	negative
The food was average.	neutral
The check-in process was smooth.	positive
The staff was rude.	negative
The crew was inattentive.	negative
The drinks were fine.	neutral
I hated the delay.	negative
The flight was okay.	neutral
The flight was noisy.	negative
The staff was kind.	positive
The staff was superb.	positive
The crew was amazing!	positive
The landing was smooth.	positive
The flight was fine.	neutral
The food was bland.	negative
The staff was polite.	positive
The flight was fine.	neutral
The crew was amazing!	positive
The plane was old.	neutral
The seats were uncomfortable.	negative
The flight was excellent.	positive
The plane was dirty.	negative
The flight was delayed for hours.	negative
The food was okay.	neutral
The staff was not rude.	neutral
The food was not bad.	neutral
The crew was inattentive.	negative
The staff was rude.	negative
I hated the delay.	negative
The flight was fine.	neutral
The staff was attentive.	positive
The staff was very friendly.	positive
The boarding was quick.	positive
The restroom was not clean.	negative
The flight was on time.	neutral
The service was acceptable.	positive
The flight was enjoyable.	positive
The plane was dirty.	negative
The food was okay.	neutral
The crew was amazing!	positive
The crew was inattentive.	negative
The landing was smooth.	positive
The staff was not helpful.	negative
The flight was enjoyable.	positive
The flight was noisy.	negative
The flight was turbulent.	neutral
The air conditioning was broken.	negative
The staff was not rude.	neutral
The plane was dirty.	negative
The staff was not rude.	neutral
The flight was average.	neutral
The staff was polite.	positive
The flight was boring.	neutral
The entertainment was great.	positive
The entertainment was lacking.	neutral
The food was bland.	negative
The crew was friendly.	positive
The staff was helpful.	positive
I hated the delay.	negative
The flight was not smooth.	negative
The staff was polite.	positive
The flight was not long.	neutral
The food was okay.	neutral
The staff smiled a lot.	positive
The food was bland.	negative
The food was satisfactory.	neutral
The service was poor.	negative
The pilot was very professional.	positive
It was an average experience.	neutral
The entertainment was fine.	neutral
It was an average experience.	neutral
The service was acceptable.	neutral
The food was expensive.	neutral
The entertainment was okay.	neutral
The flight was uneventful.	neutral
The flight was stressful.	negative
The flight was uneventful.	neutral
The flight was terrible.	negative
The staff was attentive.	positive
The flight was bad.	negative
The service was acceptable.	positive
The flight was not bad.	neutral
The plane was dirty.	negative
The flight was comfortable.	positive
The flight was stressful.	negative
The staff was amazing.	positive
The staff was amazing.	positive
The air conditioning was broken.	negative
The flight was not long.	neutral
The flight was okay.	neutral
The food was average.	neutral
The plane was dirty.	negative
The staff was not helpful.	negative
It was an average experience.	neutral
The food was not good.	negative
The staff was cheerful.	positive
The plane was old.	neutral
The entertainment was lacking.	neutral
The food was not good.	negative
The flight was stressful.	negative
The flight was on time.	neutral
The restroom was not clean.	negative
The flight was stressful.	negative
The luggage arrived late.	negative
The staff was helpful.	positive
The crew was friendly.	positive
The crew ignored my request.	negative
The staff was kind.	positive
The plane was dirty.	negative
The flight was stressful.	negative
The flight was comfortable.	positive
The restroom was not clean.	negative
The service was poor.	negative
The staff was polite.	positive
The baggage was lost.	negative
Nothing special about this flight.	neutral
The restroom was not clean.	negative
The crew was amazing!	positive
The flight was excellent.	positive
The food was cold.	negative
The crew was amazing!	positive
The crew was amazing!	positive
Nothing special about this flight.	neutral
The staff was polite.	positive
The entertainment was not bad.	neutral
The food was bland.	negative
The flight was okay.	neutral
The service was acceptable.	neutral
The crew ignored my request.	negative
The food was average.	neutral
The food was cold.	negative
The staff was cheerful.	positive
The plane was old.	neutral
This was the worst flight ever.	negative
The food was delicious.	positive
The pilot was very professional.	positive
The flight was not long.	neutral
The staff was rude.	negative
The staff smiled a lot.	positive
The crew was inattentive.	negative
The service was poor.	negative
The staff was very friendly.	positive
The flight was uneventful.	neutral
The food was not bad.	neutral
The landing was smooth.	positive
The flight was excellent.	positive
I hated the delay.	negative
The seats were uncomfortable.	negative
The staff was helpful.	positive
The food was satisfactory.	neutral
The flight was uneventful.	neutral
The seats were uncomfortable.	negative
The staff was amazing.	positive
The flight was enjoyable.	positive
The food was expensive.	neutral
The plane was dirty.	negative
The flight was excellent.	positive
The staff was amazing.	positive
The flight was stressful.	negative
The flight was average.	neutral
The flight was noisy.	negative
The food was delicious.	positive
The flight was uneventful.	neutral
The flight was fine.	neutral
The luggage arrived late.	negative
The flight was noisy.	negative
The food was average.	neutral
The staff was amazing.	positive
The flight was enjoyable.	positive
The food was satisfactory.	neutral
The flight was not long.	neutral
The food was cold.	negative
The entertainment was great.	positive
The crew was inattentive.	negative
The food was satisfactory.	neutral
The entertainment was lacking.	neutral
The crew was inattentive.	negative
The luggage arrived late.	negative
The entertainment was great.	positive
The flight was okay.	neutral
The staff was amazing.	positive
The service was acceptable.	positive
The staff was not helpful.	negative
The flight was average.	neutral
The staff was cheerful.	positive
The food was average.	neutral
The plane was old.	neutral
The flight was terrible.	negative
The air conditioning was broken.	negative
The food was satisfactory.	neutral
The flight was bad.	negative
The flight was on time.	neutral
The staff was amazing.	positive
The flight was noisy.	negative
The flight was boring.	neutral
The flight was comfortable.	positive
This was the worst flight ever.	negative
The flight was stressful.	negative
The staff was helpful.	positive
The entertainment was fine.	neutral
The staff was helpful.	positive
The staff smiled a lot.	positive
The air conditioning was broken.	negative
The staff was attentive.	positive
The crew ignored my request.	negative
The flight was okay.	neutral
The flight was excellent.	positive
The flight was fine.	neutral
The crew was inattentive.	negative
The flight was uneventful.	neutral
The crew was friendly.	positive
The food was bland.	negative
The boarding was quick.	positive
The crew was amazing!	positive
The landing was smooth.	positive
The baggage was lost.	negative
The crew was inattentive.	negative
The flight was turbulent.	neutral
The plane was old.	neutral
The staff was amazing.	positive
The food was expensive.	neutral
The crew was amazing!	positive
The staff was kind.	positive
Nothing special about this flight.	neutral
The staff was rude.	negative
The staff was cheerful.	positive
The staff was kind.	positive
The drinks were fine.	neutral
The flight was bad.	negative
The staff was amazing.	positive
The crew was amazing!	positive
The food was satisfactory.	neutral
The flight was turbulent.	neutral
The flight was average.	neutral
The flight was turbulent.	neutral
I love this airline!	positive
The landing was smooth.	positive
The food was okay.	neutral
The food was not good.	negative
The food was not bad.	neutral
The service was poor.	negative
The drinks were fine.	neutral
The flight was not enjoyable.	negative
The pilot was very professional.	positive
The food was average.	neutral
The crew was amazing!	positive
The staff smiled a lot.	positive
The food was cold.	negative
The flight was excellent.	positive
The flight was not enjoyable.	negative
The food was average.	neutral
The food was bland.	negative
The boarding was quick.	positive
I hated the delay.	negative
The baggage was lost.	negative
The food was bland.	negative
The staff was helpful.	positive
The service was acceptable.	neutral
The entertainment was lacking.	neutral
The staff was not helpful.	negative
It was an average experience.	neutral
The crew ignored my request.	negative
Nothing special about this flight.	neutral
The service was poor.	negative
The staff was not helpful.	negative
The staff was helpful.	positive
The flight was turbulent.	neutral
It was an average experience.	neutral
The seats were uncomfortable.	negative
The service was acceptable.	positive
The food was cold.	negative
The food was not good.	negative
The staff was cheerful.	positive
The food was average.	neutral
The flight was uneventful.	neutral
The flight was uneventful.	neutral
The entertainment was not bad.	neutral
The food was cold.	negative
Nothing special about this flight.	neutral
The staff was superb.	positive
The flight was on time.	neutral
The flight was not smooth.	negative
The flight was uneventful.	neutral
The service was acceptable.	neutral
The crew was friendly.	positive
The flight was not bad.	neutral
The service was poor.	negative
The entertainment was not bad.	neutral
The pilot was very professional.	positive
The staff was superb.	positive
The flight was not bad.	neutral
The flight was enjoyable.	positive
The flight was delayed for hours.	negative
The food was average.	neutral
The service was acceptable.	neutral
The flight was okay.	neutral
The plane was dirty.	negative
The staff was cheerful.	positive
The service was acceptable.	positive
The flight was not smooth.	negative
The crew was friendly.	positive
The food was bland.	negative
The landing was smooth.	positive
The food was delicious.	positive
It was an average experience.	neutral
Nothing special about this flight.	neutral
The food was expensive.	neutral
The flight was turbulent.	neutral
The entertainment was lacking.	neutral
The plane was dirty.	negative
The flight was fine.	neutral
The staff was cheerful.	positive
I love this airline!	positive
The pilot was very professional.	positive
I hated the delay.	negative
The seats were uncomfortable.	negative
The staff was superb.	positive
The seats were uncomfortable.	negative
The staff was superb.	positive
The service was acceptable.	neutral
The food was cold.	negative
The check-in process was smooth.	positive
The staff was not helpful.	negative
The food was cold.	negative
The flight was bad.	negative
The flight was boring.	neutral
The air conditioning was broken.	negative
The food was expensive.	neutral
The staff was very friendly.	positive
The baggage was lost.	negative
The staff was kind.	positive
The entertainment was lacking.	neutral
The staff was amazing.	positive
The staff was attentive.	positive
The flight was stressful.	negative
The flight was on time.	neutral
It was an average experience.	neutral
The flight was bad.	negative
The staff was kind.	positive
The staff was rude.	negative
The flight was enjoyable.	positive
The flight was turbulent.	neutral
The staff was cheerful.	positive
It was an average experience.	neutral
The staff was not rude.	neutral
The flight was delayed for hours.	negative
The entertainment was fine.	neutral
The food was bland.	negative
The staff was kind.	positive
The luggage arrived late.	negative
The flight was turbulent.	neutral
This was the worst flight ever.	negative
The food was average.	neutral
The plane was dirty.	negative
The food was cold.	negative
The flight was fine.	neutral
This was the worst flight ever.	negative
The entertainment was okay.	neutral
The boarding was quick.	positive
The landing was smooth.	positive
The staff was attentive.	positive
The flight was not enjoyable.	negative
The landing was smooth.	positive
The food was average.	neutral
The flight was average.	neutral
The landing was smooth.	positive
The staff was rude.	negative
The flight was comfortable.	positive
The crew was wonderful.	positive
The crew was amazing!	positive
The crew was wonderful.	positive
The crew was inattentive.	negative
The food was average.	neutral
The crew was inattentive.	negative
The plane was old.	neutral
The food was average.	neutral
The staff was amazing.	positive
The food was satisfactory.	neutral
The air conditioning was broken.	negative
The crew was inattentive.	negative
The restroom was not clean.	negative
I am never flying with them again.	negative
The crew was wonderful.	positive
Nothing special about this flight.	neutral
The staff was helpful.	positive
The food was not good.	negative
The restroom was not clean.	negative
Nothing special about this flight.	neutral
The entertainment was not bad.	neutral
I hated the delay.	negative
The staff was amazing.	positive
Nothing special about this flight.	neutral
The food was expensive.	neutral
The flight was noisy.	negative
The entertainment was okay.	neutral
The pilot was very professional.	positive
The crew ignored my request.	negative
The food was delicious.	positive
The staff was attentive.	positive
The staff was helpful.	positive
I hated the delay.	negative
The food was cold.	negative
The plane was old.	neutral
The crew was amazing!	positive
The service was acceptable.	neutral
The food was not bad.	neutral
The food was average.	neutral
The staff was superb.	positive
The flight was uneventful.	neutral
The plane was old.	neutral
The crew was inattentive.	negative
The restroom was not clean.	negative
The food was bland.	negative
I hated the delay.	negative
The staff was superb.	positive
The drinks were fine.	neutral
The check-in process was smooth.	positive
The drinks were fine.	neutral
The flight was fine.	neutral
The pilot was very professional.	positive
The baggage was lost.	negative
The food was average.	neutral
The flight was uneventful.	neutral
The entertainment was not bad.	neutral
The flight was not bad.	neutral
This was the worst flight ever.	negative
The flight was enjoyable.	positive
The flight was average.	neutral
The staff was very friendly.	positive
The food was expensive.	neutral
The staff was superb.	positive
The staff was amazing.	positive
The flight was fine.	neutral
The flight was noisy.	negative
The crew was amazing!	positive
The staff was not rude.	neutral
The staff was cheerful.	positive
The check-in process was smooth.	positive
The flight was enjoyable.	positive
The check-in process was smooth.	positive
